expense_name,category,cost_in_rs,frequency,ground_truth_type,decision_time_sec,user_decision,correct
Rent,Education,15164,daily,need,1.74,need,1
Party Expenses,Entertainment,444,daily,want,1.22,want,1
Medicines,Travel,14198,monthly,want,1.36,want,1
Streaming Subscription,Travel,13905,weekly,want,2.8,want,1
New Sneakers,Medical,1573,daily,need,1.58,need,1
Emergency Meds,Housing,6714,one-time,need,1.12,need,1
Emergency Meds,Entertainment,614,monthly,want,2.99,want,1
Water Bill,Food,2105,daily,need,2.91,need,1
Taxi Ride,Lifestyle,783,weekly,want,1.3,want,1
Clothes Shopping,Lifestyle,1639,one-time,want,1.44,want,1
Hotel Stay,Food,1538,one-time,need,2.85,need,1
Online Course,Lifestyle,109,monthly,want,2.88,want,1
Clothes Shopping,Housing,6187,weekly,need,1.67,need,1
School Fees,Shopping,2199,weekly,want,1.35,need,0
Hotel Stay,Housing,7982,monthly,need,1.56,need,1
Doctor Visit,Entertainment,2719,weekly,want,1.98,want,1
Mobile Recharge,Housing,5625,weekly,need,2.02,need,1
Party Expenses,Food,2228,monthly,need,1.3,want,0
Insurance Premium,Lifestyle,2850,monthly,want,2.48,need,0
Phone EMI,Medical,3701,one-time,need,1.43,need,1
Laptop EMI,Utilities,904,daily,need,0.73,need,1
Rent,Food,839,one-time,need,1.28,need,1
Groceries,Food,1647,one-time,need,2.4,need,1
Travel Tickets,Shopping,3236,monthly,want,2.45,want,1
Water Bill,Lifestyle,2472,monthly,want,1.03,want,1
Health Insurance,Lifestyle,438,monthly,want,1.14,want,1
Rent,Utilities,2872,weekly,need,2.02,need,1
Dining Out,Lifestyle,607,monthly,want,2.43,want,1
Doctor Visit,Food,1206,weekly,need,2.54,need,1
Party Expenses,Utilities,3810,monthly,need,2.16,need,1
Doctor Visit,Education,17095,weekly,need,1.98,want,0
Water Bill,Entertainment,851,weekly,want,2.2,need,0
New Sneakers,Housing,19286,monthly,need,3.2,need,1
Dining Out,Entertainment,2535,one-time,want,2.09,want,1
Travel Tickets,Utilities,1207,one-time,need,1.35,need,1
Gadgets,Utilities,3663,one-time,need,3.42,need,1
Internet Plan,Shopping,4148,one-time,want,1.72,want,1
Movie Night,Travel,13024,one-time,want,2.36,need,0
Phone EMI,Food,1782,daily,need,2.59,need,1
Dining Out,Education,12640,one-time,need,0.61,need,1
Emergency Meds,Medical,2473,monthly,need,3.28,need,1
Insurance Premium,Lifestyle,940,daily,want,0.85,want,1
Party Expenses,Education,12935,daily,need,2.76,need,1
Travel Tickets,Travel,4026,one-time,want,2.78,want,1
New Sneakers,Entertainment,1571,monthly,want,1.21,want,1
School Fees,Travel,6390,weekly,want,2.09,want,1
Dining Out,Entertainment,2558,monthly,want,0.94,want,1
Doctor Visit,Lifestyle,2822,monthly,want,0.9,want,1
Fast Food,Medical,3393,one-time,need,2.26,want,0
Concert Ticket,Education,18027,monthly,need,2.24,want,0
Coffee,Travel,12569,weekly,want,1.03,want,1
Fast Food,Education,7340,monthly,need,2.12,want,0
Gadgets,Utilities,956,weekly,need,0.65,need,1
Taxi Ride,Entertainment,722,daily,want,3.07,want,1
Clothes Shopping,Housing,16055,weekly,need,1.71,need,1
Clothes Shopping,Utilities,3246,weekly,need,1.23,need,1
Emergency Meds,Shopping,1346,weekly,want,2.87,want,1
New Sneakers,Utilities,2011,monthly,need,1.82,want,0
Water Bill,Food,788,weekly,need,0.84,need,1
Medicines,Housing,10285,one-time,need,1.53,need,1
Clothes Shopping,Shopping,1839,monthly,want,2.78,want,1
Emergency Meds,Medical,1636,daily,need,2.33,need,1
Phone EMI,Shopping,5744,weekly,want,2.13,need,0
Insurance Premium,Education,4381,one-time,need,2.83,need,1
Gift Purchase,Entertainment,1990,daily,want,2.68,want,1
Internet Plan,Travel,8775,one-time,want,1.77,want,1
Rent,Lifestyle,1248,one-time,want,2.3,need,0
Laptop EMI,Medical,2927,daily,need,0.53,need,1
Doctor Visit,Education,15008,daily,need,1.58,need,1
Groceries,Medical,995,daily,need,1.14,need,1
Snacks,Food,188,weekly,need,1.17,need,1
Groceries,Entertainment,1614,daily,want,3.13,want,1
Snacks,Entertainment,1426,daily,want,1.18,want,1
Snacks,Medical,292,monthly,need,1.58,want,0
Dining Out,Food,2459,weekly,need,0.52,want,0
Laptop EMI,Food,2412,monthly,need,1.85,need,1
Concert Ticket,Housing,13426,daily,need,3.16,want,0
Streaming Subscription,Entertainment,929,daily,want,2.44,want,1
Clothes Shopping,Travel,6346,one-time,want,1.79,need,0
Internet Plan,Food,2179,weekly,need,1.87,want,0
Medicines,Education,16661,monthly,need,3.07,need,1
Phone EMI,Shopping,2759,daily,want,2.28,need,0
Groceries,Food,1140,daily,need,1.19,want,0
Gadgets,Shopping,3134,one-time,want,0.79,need,0
Mobile Recharge,Utilities,2194,weekly,need,0.71,need,1
Concert Ticket,Lifestyle,670,monthly,want,0.74,need,0
Laptop EMI,Food,2463,one-time,need,2.25,need,1
New Sneakers,Lifestyle,2289,weekly,want,2.62,want,1
Medicines,Education,19208,weekly,need,1.52,need,1
New Sneakers,Medical,4789,daily,need,3.24,need,1
Doctor Visit,Entertainment,1984,one-time,want,2.03,need,0
Taxi Ride,Travel,13836,daily,want,2.81,need,0
Fast Food,Entertainment,425,weekly,want,2.56,want,1
Emergency Meds,Lifestyle,2705,weekly,want,1.25,want,1
Snacks,Shopping,7791,weekly,want,0.72,want,1
Mobile Recharge,Shopping,3881,weekly,want,0.93,want,1
Electricity Bill,Education,10158,daily,need,2.07,need,1
Clothes Shopping,Utilities,1162,monthly,need,2.65,need,1
Bus Pass,Education,13541,daily,need,0.63,need,1
Streaming Subscription,Utilities,3450,one-time,need,1.49,need,1
Dining Out,Food,2319,monthly,need,1.61,want,0
Travel Tickets,Utilities,528,daily,need,2.89,need,1
Internet Plan,Food,1070,monthly,need,3.14,need,1
Movie Night,Travel,1165,daily,want,2.65,need,0
Gym Membership,Housing,7955,one-time,need,3.0,need,1
Online Course,Medical,3155,weekly,need,3.32,need,1
Gadgets,Shopping,2835,weekly,want,1.43,want,1
Fast Food,Utilities,1864,monthly,need,3.32,need,1
Salon Visit,Education,2976,one-time,need,1.64,want,0
New Sneakers,Housing,8274,monthly,need,2.41,need,1
Rent,Education,5343,daily,need,3.49,need,1
Medicines,Lifestyle,2857,monthly,want,1.94,want,1
Online Course,Medical,965,weekly,need,2.31,need,1
Insurance Premium,Utilities,465,one-time,need,1.17,need,1
Travel Tickets,Lifestyle,2865,daily,want,1.19,want,1
Coffee,Lifestyle,1472,one-time,want,3.05,want,1
Taxi Ride,Education,19333,monthly,need,1.79,need,1
Rent,Shopping,1241,daily,want,0.89,need,0
Laptop EMI,Food,1107,weekly,need,3.14,need,1
Doctor Visit,Shopping,550,one-time,want,3.3,want,1
Internet Plan,Medical,3237,daily,need,0.62,need,1
Medicines,Education,8645,weekly,need,2.31,need,1
School Fees,Medical,3333,monthly,need,3.42,need,1
Health Insurance,Utilities,1048,daily,need,1.06,need,1
Insurance Premium,Entertainment,1275,weekly,want,3.38,want,1
Medicines,Lifestyle,2036,monthly,want,1.63,want,1
Water Bill,Food,1691,monthly,need,1.23,need,1
Coffee,Education,1945,one-time,need,1.81,need,1
Phone EMI,Food,531,one-time,need,0.53,need,1
Doctor Visit,Shopping,7347,monthly,want,2.51,want,1
Health Insurance,Housing,17222,daily,need,1.24,want,0
Rent,Lifestyle,441,daily,want,1.72,want,1
Bus Pass,Lifestyle,1552,weekly,want,0.74,want,1
New Sneakers,Education,1955,weekly,need,0.9,want,0
Electricity Bill,Education,2262,one-time,need,2.99,need,1
Movie Night,Medical,1092,one-time,need,1.73,need,1
Salon Visit,Shopping,2029,monthly,want,2.84,need,0
Dining Out,Entertainment,2637,weekly,want,3.33,want,1
Party Expenses,Housing,9216,one-time,need,3.11,need,1
Petrol,Housing,11206,weekly,need,1.44,want,0
Water Bill,Lifestyle,360,weekly,want,3.32,want,1
Medicines,Shopping,2412,daily,want,2.8,need,0
Fast Food,Travel,11392,one-time,want,1.65,want,1
Insurance Premium,Housing,18674,weekly,need,3.17,need,1
Streaming Subscription,Lifestyle,1750,monthly,want,2.62,want,1
Clothes Shopping,Entertainment,451,daily,want,0.59,want,1
Taxi Ride,Utilities,1742,one-time,need,3.47,need,1
Movie Night,Utilities,3935,one-time,need,2.41,need,1
School Fees,Housing,14731,weekly,need,2.31,want,0
Snacks,Lifestyle,2455,one-time,want,2.51,want,1
Dining Out,Food,1909,daily,need,2.89,need,1
Laptop EMI,Medical,3217,monthly,need,2.36,need,1
Groceries,Shopping,3819,weekly,want,0.72,need,0
Taxi Ride,Entertainment,2945,weekly,want,2.13,want,1
Groceries,Lifestyle,302,one-time,want,2.68,want,1
Clothes Shopping,Utilities,2936,weekly,need,0.74,need,1
Movie Night,Medical,2453,one-time,need,1.97,need,1
Mobile Recharge,Shopping,6782,daily,want,2.05,need,0
Snacks,Shopping,5945,weekly,want,2.08,want,1
Electricity Bill,Food,2156,monthly,need,1.27,need,1
Movie Night,Food,1709,weekly,need,1.63,need,1
Clothes Shopping,Utilities,2585,daily,need,3.18,want,0
School Fees,Food,2162,monthly,need,2.24,want,0
Party Expenses,Food,933,one-time,need,2.73,need,1
Coffee,Food,1758,one-time,need,2.89,need,1
School Fees,Food,2000,one-time,need,2.29,need,1
Bus Pass,Education,8644,weekly,need,1.99,need,1
Laptop EMI,Utilities,2686,daily,need,2.54,need,1
Concert Ticket,Utilities,2231,weekly,need,3.4,need,1
Mobile Recharge,Entertainment,1286,one-time,want,0.64,want,1
Health Insurance,Medical,4813,monthly,need,0.62,need,1
New Sneakers,Medical,3923,one-time,need,1.03,need,1
Doctor Visit,Lifestyle,1611,one-time,want,2.18,want,1
New Sneakers,Food,2453,monthly,need,1.63,need,1
Doctor Visit,Travel,4441,one-time,want,1.09,want,1
Internet Plan,Housing,12698,monthly,need,1.01,need,1
Online Course,Housing,5823,daily,need,3.1,need,1
Clothes Shopping,Travel,9952,monthly,want,1.08,need,0
Phone EMI,Shopping,879,one-time,want,2.87,want,1
Dining Out,Housing,5828,weekly,need,1.13,want,0
New Sneakers,Food,2409,monthly,need,1.69,want,0
Mobile Recharge,Utilities,2300,one-time,need,0.91,need,1
Salon Visit,Shopping,5051,daily,want,2.31,need,0
Hotel Stay,Shopping,7994,weekly,want,1.54,want,1
Emergency Meds,Food,1225,daily,need,2.32,need,1
Streaming Subscription,Shopping,7677,daily,want,1.0,want,1
Electricity Bill,Lifestyle,448,daily,want,2.8,want,1
Travel Tickets,Travel,4712,one-time,want,1.01,want,1
New Sneakers,Food,1399,weekly,need,3.08,want,0
Taxi Ride,Shopping,4266,monthly,want,2.16,need,0
Rent,Lifestyle,814,weekly,want,2.35,want,1
Health Insurance,Food,2452,weekly,need,3.31,need,1
Gym Membership,Shopping,3190,daily,want,0.93,want,1
Medicines,Education,12794,weekly,need,2.18,need,1
Emergency Meds,Shopping,5462,one-time,want,0.7,want,1
Travel Tickets,Shopping,4409,monthly,want,1.47,need,0
School Fees,Medical,3280,daily,need,1.56,need,1
Doctor Visit,Lifestyle,1730,weekly,want,1.5,want,1
Groceries,Medical,3479,one-time,need,1.59,need,1
Taxi Ride,Housing,17162,daily,need,0.6,need,1
Coffee,Shopping,6779,one-time,want,1.65,want,1
Coffee,Housing,14910,monthly,need,0.52,need,1
Water Bill,Food,617,monthly,need,1.7,need,1
Medicines,Housing,16364,one-time,need,3.39,want,0
Coffee,Food,2304,monthly,need,1.15,need,1
Doctor Visit,Food,1144,daily,need,2.22,need,1
Laptop EMI,Utilities,2452,one-time,need,1.07,need,1
Water Bill,Shopping,4054,weekly,want,2.26,want,1
Health Insurance,Housing,16081,weekly,need,0.98,need,1
Salon Visit,Utilities,870,daily,need,2.01,need,1
Groceries,Travel,14543,weekly,want,2.78,want,1
School Fees,Housing,14085,weekly,need,1.71,need,1
Movie Night,Entertainment,244,daily,want,0.6,want,1
Insurance Premium,Entertainment,1852,daily,want,1.68,want,1
Movie Night,Utilities,3704,one-time,need,3.39,need,1
Bus Pass,Utilities,2939,one-time,need,3.35,want,0
Bus Pass,Medical,2885,one-time,need,1.38,need,1
Coffee,Medical,2882,weekly,need,2.49,want,0
Streaming Subscription,Food,286,monthly,need,1.75,need,1
Laptop EMI,Food,2158,daily,need,1.77,need,1
Online Course,Shopping,1579,one-time,want,2.84,want,1
Water Bill,Utilities,1776,daily,need,1.25,need,1
Travel Tickets,Lifestyle,1392,weekly,want,2.61,want,1
Concert Ticket,Food,1606,one-time,need,2.28,need,1
Rent,Lifestyle,2512,monthly,want,2.96,want,1
Electricity Bill,Medical,2287,one-time,need,2.45,need,1
Snacks,Housing,18777,monthly,need,0.88,want,0
Water Bill,Travel,780,monthly,want,0.74,want,1
Emergency Meds,Food,1954,weekly,need,2.51,need,1
School Fees,Shopping,7546,one-time,want,0.66,need,0
Coffee,Utilities,2672,monthly,need,0.87,need,1
Gadgets,Education,576,one-time,need,1.07,need,1
Doctor Visit,Education,1410,one-time,need,0.76,want,0
Clothes Shopping,Shopping,7333,one-time,want,1.39,want,1
Online Course,Utilities,2632,daily,need,2.56,need,1
Doctor Visit,Medical,2018,monthly,need,1.5,need,1
Electricity Bill,Lifestyle,2344,daily,want,2.3,want,1
Fast Food,Shopping,3341,monthly,want,3.29,want,1
Concert Ticket,Entertainment,1549,one-time,want,2.2,want,1
Phone EMI,Food,1827,daily,need,3.01,need,1
Health Insurance,Travel,2353,weekly,want,1.33,want,1
Movie Night,Medical,3723,monthly,need,0.91,need,1
Gadgets,Housing,13068,daily,need,3.33,need,1
Snacks,Education,675,weekly,need,2.17,want,0
Concert Ticket,Travel,4921,weekly,want,1.73,want,1
Medicines,Entertainment,1506,monthly,want,1.42,want,1
Snacks,Medical,4541,daily,need,1.22,want,0
Coffee,Education,17766,daily,need,2.76,want,0
Streaming Subscription,Medical,4560,one-time,need,3.11,want,0
Gym Membership,Medical,1111,weekly,need,0.69,need,1
Health Insurance,Travel,9716,daily,want,0.97,need,0
Doctor Visit,Travel,11579,monthly,want,2.7,want,1
Gift Purchase,Food,488,weekly,need,0.68,want,0
Electricity Bill,Education,8370,daily,need,2.12,need,1
Gadgets,Medical,2640,weekly,need,2.29,need,1
Bus Pass,Medical,1519,daily,need,0.87,need,1
Insurance Premium,Entertainment,1591,one-time,want,1.25,need,0
Electricity Bill,Utilities,1968,daily,need,0.6,need,1
Clothes Shopping,Utilities,1294,monthly,need,1.87,need,1
Gadgets,Travel,9453,one-time,want,2.68,want,1
Water Bill,Food,1066,one-time,need,0.86,need,1
Dining Out,Medical,4121,daily,need,1.66,need,1
Rent,Shopping,2649,monthly,want,2.12,want,1
Gift Purchase,Entertainment,732,daily,want,2.21,want,1
Gadgets,Shopping,1574,monthly,want,1.4,want,1
Concert Ticket,Housing,6188,daily,need,2.15,need,1
Medicines,Medical,3768,one-time,need,3.44,need,1
Online Course,Travel,6115,weekly,want,1.84,want,1
Fast Food,Education,11551,one-time,need,2.06,need,1
New Sneakers,Housing,19591,monthly,need,3.24,want,0
Hotel Stay,Lifestyle,1405,weekly,want,2.89,need,0
Bus Pass,Lifestyle,2605,monthly,want,1.67,want,1
Insurance Premium,Food,566,weekly,need,2.39,need,1
Bus Pass,Shopping,7844,weekly,want,1.72,want,1
Phone EMI,Housing,16279,monthly,need,2.44,need,1
Mobile Recharge,Shopping,4897,monthly,want,0.74,want,1
Concert Ticket,Medical,678,one-time,need,2.06,want,0
Phone EMI,Medical,2150,one-time,need,1.14,need,1
Party Expenses,Housing,6220,daily,need,0.92,want,0
Petrol,Food,2215,monthly,need,1.94,need,1
New Sneakers,Medical,4776,weekly,need,2.02,need,1
Taxi Ride,Medical,462,one-time,need,0.93,need,1
Petrol,Travel,13281,monthly,want,2.8,want,1
Hotel Stay,Education,8096,daily,need,2.53,need,1
Electricity Bill,Education,4168,monthly,need,3.18,need,1
Travel Tickets,Travel,804,one-time,want,3.01,want,1
Medicines,Shopping,7196,weekly,want,1.9,need,0
Party Expenses,Food,1573,weekly,need,3.06,need,1
Concert Ticket,Education,1931,one-time,need,1.51,need,1
Health Insurance,Shopping,5855,monthly,want,1.26,want,1
Electricity Bill,Lifestyle,2095,daily,want,3.35,need,0
Concert Ticket,Lifestyle,709,daily,want,1.13,want,1
Online Course,Utilities,2696,one-time,need,2.19,need,1
Phone EMI,Education,19216,monthly,need,3.14,need,1
Taxi Ride,Entertainment,1915,daily,want,1.05,want,1
Laptop EMI,Food,1239,one-time,need,3.06,want,0
Laptop EMI,Travel,8302,weekly,want,2.03,want,1
Internet Plan,Travel,2063,monthly,want,2.4,want,1
Health Insurance,Entertainment,1370,monthly,want,0.57,want,1
Phone EMI,Housing,12430,daily,need,3.11,need,1
Concert Ticket,Lifestyle,903,daily,want,2.28,want,1
Rent,Travel,4633,monthly,want,2.84,want,1
Rent,Travel,5769,weekly,want,3.13,want,1
Groceries,Travel,8699,one-time,want,1.27,want,1
Rent,Food,502,monthly,need,2.96,want,0
Taxi Ride,Lifestyle,2876,monthly,want,0.83,want,1
Groceries,Travel,12897,weekly,want,2.99,want,1
Coffee,Utilities,3967,monthly,need,3.19,need,1
Health Insurance,Medical,3426,weekly,need,1.87,need,1
Streaming Subscription,Food,2173,monthly,need,1.2,need,1
Streaming Subscription,Utilities,2892,weekly,need,1.57,want,0
Taxi Ride,Food,787,daily,need,3.09,need,1
Hotel Stay,Housing,12679,monthly,need,1.06,need,1
Electricity Bill,Food,2098,one-time,need,0.84,want,0
Dining Out,Travel,10186,monthly,want,0.6,want,1
Insurance Premium,Travel,7186,monthly,want,0.67,want,1
Laptop EMI,Medical,1853,monthly,need,0.98,need,1
Party Expenses,Education,8890,monthly,need,0.69,need,1
Hotel Stay,Entertainment,2693,monthly,want,2.99,want,1
Gadgets,Utilities,2614,one-time,need,0.81,need,1
Fast Food,Food,975,one-time,need,2.66,need,1
Rent,Education,13504,daily,need,2.67,need,1
Gym Membership,Lifestyle,640,monthly,want,2.31,need,0
Phone EMI,Lifestyle,2966,weekly,want,3.31,need,0
Groceries,Education,3741,daily,need,1.43,need,1
Concert Ticket,Housing,19613,monthly,need,2.98,need,1
Laptop EMI,Housing,7567,weekly,need,1.0,need,1
Petrol,Shopping,6072,monthly,want,3.36,want,1
Mobile Recharge,Utilities,741,one-time,need,2.9,need,1
Hotel Stay,Medical,2036,monthly,need,1.84,need,1
Petrol,Medical,2250,one-time,need,1.6,need,1
Health Insurance,Entertainment,2783,one-time,want,3.36,need,0
Taxi Ride,Travel,8074,daily,want,3.13,want,1
Insurance Premium,Housing,13750,daily,need,0.8,need,1
Laptop EMI,Medical,1340,weekly,need,2.38,want,0
Salon Visit,Education,543,monthly,need,1.78,need,1
Movie Night,Medical,2900,daily,need,0.51,need,1
Petrol,Housing,17955,monthly,need,2.06,want,0
Phone EMI,Travel,9205,weekly,want,1.42,want,1
Taxi Ride,Entertainment,2651,one-time,want,0.7,need,0
Mobile Recharge,Travel,12835,one-time,want,1.99,need,0
Insurance Premium,Entertainment,2104,monthly,want,2.26,want,1
Electricity Bill,Utilities,2045,one-time,need,2.11,need,1
Fast Food,Travel,6658,monthly,want,3.5,need,0
Emergency Meds,Lifestyle,1835,daily,want,1.88,want,1
Gift Purchase,Medical,4250,daily,need,1.94,need,1
Rent,Education,11686,daily,need,2.35,need,1
Coffee,Education,1680,daily,need,3.0,need,1
Gift Purchase,Shopping,3862,monthly,want,1.27,want,1
Rent,Housing,18720,one-time,need,3.38,need,1
Mobile Recharge,Travel,12102,one-time,want,2.38,need,0
Phone EMI,Education,19425,weekly,need,0.98,need,1
Electricity Bill,Medical,4099,monthly,need,3.12,need,1
Internet Plan,Utilities,2851,one-time,need,2.25,need,1
Concert Ticket,Medical,3700,weekly,need,3.28,need,1
Gadgets,Housing,5928,daily,need,1.24,need,1
Bus Pass,Utilities,3130,one-time,need,3.16,want,0
Taxi Ride,Shopping,7489,daily,want,2.62,need,0
Bus Pass,Entertainment,2415,daily,want,1.51,want,1
Medicines,Shopping,2204,one-time,want,1.85,want,1
Doctor Visit,Medical,4092,one-time,need,2.61,need,1
Groceries,Food,2023,weekly,need,1.94,need,1
Rent,Shopping,6329,weekly,want,0.83,want,1
Laptop EMI,Travel,11460,weekly,want,1.82,need,0
Phone EMI,Shopping,6634,monthly,want,2.19,need,0
Gym Membership,Lifestyle,2664,one-time,want,0.87,want,1
Doctor Visit,Entertainment,2987,one-time,want,3.02,want,1
Internet Plan,Education,6719,daily,need,1.09,need,1
Party Expenses,Lifestyle,2875,one-time,want,2.47,need,0
Medicines,Lifestyle,2088,monthly,want,3.02,want,1
Hotel Stay,Travel,2559,daily,want,2.95,want,1
Rent,Shopping,5352,weekly,want,2.39,want,1
Medicines,Education,19409,one-time,need,1.95,want,0
Phone EMI,Utilities,1909,daily,need,1.43,need,1
Streaming Subscription,Lifestyle,840,daily,want,2.01,want,1
Phone EMI,Lifestyle,349,one-time,want,2.85,want,1
Gift Purchase,Entertainment,2640,weekly,want,2.1,want,1
Hotel Stay,Utilities,2615,daily,need,1.19,want,0
Gift Purchase,Lifestyle,961,daily,want,2.84,want,1
Laptop EMI,Education,3971,weekly,need,2.89,need,1
Bus Pass,Education,18962,one-time,need,1.6,need,1
New Sneakers,Housing,10714,daily,need,1.15,need,1
Rent,Medical,2104,daily,need,2.33,want,0
Petrol,Medical,3121,daily,need,3.06,want,0
Online Course,Shopping,5542,daily,want,1.57,want,1
Gym Membership,Lifestyle,168,one-time,want,1.63,want,1
Water Bill,Housing,19246,one-time,need,0.53,need,1
Emergency Meds,Lifestyle,1569,monthly,want,1.29,want,1
Taxi Ride,Utilities,1518,one-time,need,1.37,want,0
Dining Out,Entertainment,1653,monthly,want,0.57,need,0
Mobile Recharge,Education,4355,monthly,need,2.04,need,1
Internet Plan,Entertainment,1690,one-time,want,0.66,want,1
Medicines,Housing,10445,weekly,need,1.71,want,0
Petrol,Travel,7943,monthly,want,1.5,want,1
Concert Ticket,Medical,1270,daily,need,2.92,need,1
New Sneakers,Utilities,2635,weekly,need,2.92,want,0
New Sneakers,Travel,7007,one-time,want,3.05,want,1
Hotel Stay,Housing,5951,weekly,need,1.98,need,1
Laptop EMI,Housing,11199,one-time,need,2.08,need,1
Clothes Shopping,Shopping,2629,daily,want,2.74,need,0
Fast Food,Food,1998,daily,need,1.84,need,1
Movie Night,Housing,6933,weekly,need,1.53,need,1
Snacks,Food,1769,monthly,need,1.68,need,1
Salon Visit,Food,793,daily,need,3.5,need,1
Concert Ticket,Housing,7972,monthly,need,1.9,need,1
Streaming Subscription,Lifestyle,1212,daily,want,0.51,need,0
Rent,Medical,4695,weekly,need,1.59,need,1
Gadgets,Housing,5952,one-time,need,3.04,need,1
Movie Night,Entertainment,1567,daily,want,3.45,need,0
Phone EMI,Travel,11862,daily,want,1.66,want,1
School Fees,Travel,10610,one-time,want,1.38,want,1
Clothes Shopping,Food,1592,daily,need,1.82,need,1
Streaming Subscription,Food,1970,one-time,need,3.35,need,1
Insurance Premium,Food,544,weekly,need,2.74,want,0
Gym Membership,Travel,8622,monthly,want,2.22,want,1
Gadgets,Education,14588,monthly,need,0.53,need,1
Internet Plan,Food,476,daily,need,1.02,need,1
Concert Ticket,Travel,11426,one-time,want,0.97,want,1
Hotel Stay,Shopping,7387,one-time,want,3.0,want,1
Health Insurance,Food,460,weekly,need,1.85,need,1
Hotel Stay,Utilities,3486,daily,need,0.59,need,1
School Fees,Entertainment,2203,daily,want,2.45,want,1
Salon Visit,Travel,3667,weekly,want,1.52,want,1
Mobile Recharge,Utilities,3352,one-time,need,3.46,need,1
Doctor Visit,Entertainment,1022,one-time,want,1.13,need,0
Doctor Visit,Utilities,1161,weekly,need,1.73,need,1
Health Insurance,Lifestyle,766,one-time,want,1.74,want,1
Hotel Stay,Lifestyle,1860,daily,want,0.82,want,1
Travel Tickets,Shopping,5062,monthly,want,2.81,want,1
Coffee,Education,2350,monthly,need,2.53,want,0
Travel Tickets,Education,11082,weekly,need,1.07,need,1
Electricity Bill,Housing,15518,weekly,need,0.88,need,1
School Fees,Shopping,7268,daily,want,1.27,want,1
Clothes Shopping,Travel,4990,monthly,want,1.87,need,0
Bus Pass,Food,962,monthly,need,1.59,need,1
Bus Pass,Travel,9932,monthly,want,1.76,want,1
Concert Ticket,Food,560,one-time,need,3.06,want,0
Doctor Visit,Food,1392,monthly,need,1.78,need,1
Phone EMI,Lifestyle,1855,monthly,want,0.73,want,1
Emergency Meds,Travel,13362,weekly,want,1.81,need,0
Phone EMI,Food,836,weekly,need,2.88,need,1
Taxi Ride,Lifestyle,2237,one-time,want,0.75,want,1
Medicines,Food,1051,daily,need,3.4,want,0
Insurance Premium,Education,15466,monthly,need,1.07,need,1
Doctor Visit,Housing,12542,one-time,need,1.74,need,1
Salon Visit,Medical,4067,weekly,need,3.42,want,0
Streaming Subscription,Education,6246,one-time,need,1.63,need,1
Laptop EMI,Housing,19962,daily,need,2.93,need,1
Groceries,Education,8680,one-time,need,3.2,need,1
Travel Tickets,Shopping,707,monthly,want,1.46,need,0
New Sneakers,Utilities,3641,weekly,need,1.5,need,1
Emergency Meds,Utilities,2112,one-time,need,3.19,need,1
Medicines,Lifestyle,2751,monthly,want,2.76,want,1
Water Bill,Lifestyle,2417,daily,want,2.58,want,1
Party Expenses,Utilities,3819,weekly,need,1.39,want,0
Doctor Visit,Travel,297,monthly,want,1.55,want,1
Gift Purchase,Education,18387,monthly,need,1.53,need,1
Hotel Stay,Travel,14483,monthly,want,0.8,want,1
Medicines,Utilities,862,daily,need,2.25,want,0
Hotel Stay,Entertainment,1819,monthly,want,1.99,need,0
Online Course,Medical,269,one-time,need,3.25,need,1
Travel Tickets,Shopping,4030,weekly,want,2.88,want,1
Phone EMI,Education,5577,weekly,need,2.67,want,0
Movie Night,Lifestyle,836,monthly,want,2.49,want,1
Bus Pass,Lifestyle,1438,daily,want,1.71,want,1
Medicines,Utilities,3982,weekly,need,0.76,need,1
New Sneakers,Utilities,1780,monthly,need,2.67,need,1
Online Course,Housing,19645,monthly,need,1.32,need,1
Gift Purchase,Lifestyle,2670,monthly,want,2.6,want,1
Petrol,Lifestyle,261,monthly,want,1.22,want,1
School Fees,Housing,9883,monthly,need,2.96,need,1
Gym Membership,Food,2442,monthly,need,1.22,need,1
Doctor Visit,Shopping,7123,daily,want,1.07,need,0
Snacks,Utilities,3376,weekly,need,1.43,need,1
Gym Membership,Housing,10458,daily,need,3.14,need,1
Gadgets,Shopping,5668,weekly,want,1.32,want,1
Snacks,Lifestyle,423,monthly,want,2.86,want,1
Travel Tickets,Food,668,daily,need,2.73,need,1
Taxi Ride,Entertainment,329,daily,want,3.31,want,1
Fast Food,Medical,4681,daily,need,2.0,need,1
Doctor Visit,Travel,13499,one-time,want,1.44,want,1
Rent,Lifestyle,663,one-time,want,1.18,need,0
Dining Out,Housing,15592,daily,need,1.76,need,1
Insurance Premium,Housing,12500,monthly,need,1.15,need,1
Hotel Stay,Entertainment,1524,weekly,want,1.08,want,1
Gift Purchase,Entertainment,1863,weekly,want,2.0,need,0
Dining Out,Housing,5321,monthly,need,3.3,need,1
Salon Visit,Entertainment,1048,monthly,want,3.28,want,1
Concert Ticket,Travel,4693,daily,want,2.58,want,1
Electricity Bill,Travel,14256,monthly,want,1.27,want,1
Online Course,Shopping,2638,one-time,want,2.37,want,1
Gym Membership,Lifestyle,981,weekly,want,3.42,need,0
Concert Ticket,Shopping,3685,daily,want,3.22,want,1
Dining Out,Shopping,493,monthly,want,1.3,need,0
Gift Purchase,Travel,4488,monthly,want,0.88,want,1
Gadgets,Shopping,2017,weekly,want,0.94,want,1
Health Insurance,Lifestyle,872,one-time,want,2.14,want,1
Groceries,Housing,17832,monthly,need,3.32,need,1
