monthly_sip,lump_sum_initial,annual_rate_percent,years,future_value_sip,future_value_lump_sum,total_invested
7072,78206,15.41,25,25091414.34,2815107.18,2199806
8436,0,14.36,15,5359152.68,0.0,1518480
3064,185142,9.61,25,3834855.58,1835012.26,1104342
952,0,14.06,30,5365380.64,0.0,342720
3659,0,14.24,15,2296920.13,0.0,658620
4871,11605,15.43,10,1394239.22,48751.62,596125
1165,47593,6.85,20,599320.78,179061.95,327193
5901,180528,17.65,10,1940598.02,917172.27,888648
1545,51896,7.67,15,522808.56,157339.99,329996
9591,0,15.57,30,76803829.61,0.0,3452760
9462,191873,17.06,15,7892438.35,2037721.19,1895033
9136,0,15.85,10,2683106.32,0.0,1096320
8804,182770,13.44,15,5104487.59,1210990.12,1767490
2586,0,8.7,20,1673997.87,0.0,620640
5686,0,13.68,25,14614701.2,0.0,1705800
8052,0,5.99,15,2351684.82,0.0,1449360
4227,155070,7.78,30,6065010.04,1468005.64,1676790
6949,79899,12.12,5,575137.63,141579.86,496839
6128,141859,9.29,10,1215145.07,345017.93,877219
2205,0,6.54,5,156846.79,0.0,132300
1643,89129,15.95,20,2853817.17,1719701.94,483449
5397,0,7.77,25,4973288.43,0.0,1619100
1066,140766,9.34,15,419228.72,537267.92,332646
4721,34044,13.53,20,5818547.89,430657.6,1167084
1421,92201,16.63,5,133461.33,198994.66,177461
7805,0,8.92,20,5198876.16,0.0,1873200
5128,184178,7.81,5,377374.55,268252.3,491858
2753,175735,6.46,15,837383.18,449521.01,671275
5207,151027,16.26,15,4001037.63,1446630.47,1088287
9506,63322,7.68,10,1718913.78,132659.5,1204042
8980,0,9.9,5,699215.2,0.0,538800
3122,0,6.7,15,969270.52,0.0,561960
3939,0,11.7,20,3778055.49,0.0,945360
9746,118567,11.16,15,4538866.97,579470.92,1872847
2980,0,5.6,20,1319519.09,0.0,715200
4906,0,7.75,5,360416.31,0.0,294360
2426,79418,10.94,10,529386.55,224281.58,370538
7525,0,14.9,30,51529436.7,0.0,2709000
5848,0,11.09,10,1287519.13,0.0,701760
8212,39054,17.72,5,795563.9,88291.38,531774
5105,0,15.5,5,464300.71,0.0,306300
7766,140290,11.98,15,3909345.59,765367.14,1538170
3020,88124,13.54,10,769461.53,313614.08,450524
5648,0,13.43,5,484762.06,0.0,338880
3263,0,9.54,15,1307134.91,0.0,587340
5410,9341,17.91,10,1808834.44,48519.87,658541
4071,169066,17.64,25,22105637.11,9815169.08,1390366
3610,0,6.52,20,1784701.11,0.0,866400
4473,0,9.38,20,3159904.62,0.0,1073520
7131,0,12.78,10,1736027.72,0.0,855720
4294,0,6.5,10,726883.16,0.0,515280
4039,106109,16.74,20,7866656.9,2345127.15,1075469
6962,0,9.19,20,4797109.61,0.0,1670880
5677,0,12.57,20,6128142.29,0.0,1362480
8011,137696,11.32,25,13468108.55,2008453.9,2540996
2485,0,12.36,15,1297444.65,0.0,447300
1925,134176,6.08,25,1357455.13,586866.97,711676
5156,0,7.75,10,936115.65,0.0,618720
8101,7082,11.24,30,24186693.62,173151.95,2923442
5411,0,10.26,20,4287849.51,0.0,1298640
9661,0,15.35,20,15396781.83,0.0,2318640
8472,0,9.36,25,10172193.0,0.0,2541600
4163,22669,15.69,25,15552536.74,865758.15,1271569
9354,124721,16.25,30,88053056.71,11422744.74,3492161
9625,0,8.9,20,6396704.79,0.0,2310000
5654,153117,15.18,5,509631.7,310386.06,492357
1853,17397,16.66,30,19232712.46,1770837.54,684477
8338,135465,16.83,30,90088896.91,14397506.48,3137145
2332,5068,8.63,15,859602.63,17539.11,424828
3141,0,12.06,5,259549.51,0.0,188460
5946,182171,7.48,5,433731.27,261310.21,538931
1611,15001,16.77,30,17161303.42,1570254.93,594961
3807,0,16.83,25,17681391.39,0.0,1142100
7373,69702,15.37,25,25961274.04,2487138.12,2281602
4399,0,17.09,20,9013561.31,0.0,1055760
7658,133194,6.99,15,2440054.45,367149.36,1511634
5206,0,6.88,10,900414.37,0.0,624720
1183,0,11.57,5,96422.39,0.0,70980
6870,69711,7.67,15,2324274.99,211288.46,1306311
6696,0,6.36,20,3246672.23,0.0,1607040
5670,0,9.08,30,10633017.91,0.0,2041200
6035,0,14.87,20,8975861.29,0.0,1448400
4982,190382,13.54,25,12484040.87,4552525.98,1684982
2761,0,6.9,15,872653.16,0.0,496980
2943,5517,10.93,25,4625615.16,73807.52,888417
6800,0,17.46,15,5909222.15,0.0,1224000
6637,197900,5.55,25,4310832.22,762927.54,2189000
2289,152409,10.78,20,1943112.45,1181860.97,701769
1574,62190,16.06,5,145441.91,130950.92,156630
6335,0,5.04,5,433042.64,0.0,380100
6726,0,5.56,10,1081050.72,0.0,807120
1218,181240,12.25,15,629355.75,1025465.61,400480
4749,99899,12.59,10,1143151.33,327085.54,669779
6527,0,9.1,5,497366.13,0.0,391620
2739,140808,11.71,25,4933436.6,2241730.36,962508
4790,75529,14.45,25,14209250.4,2207593.44,1512529
1399,0,10.92,25,2195329.5,0.0,419700
1237,0,16.97,10,389821.5,0.0,148440
1431,63768,6.88,25,1143795.27,336451.8,493068
4306,63767,15.98,10,1274645.44,280706.16,580487
2144,0,5.22,5,147257.08,0.0,128640
9403,0,16.11,10,2807345.28,0.0,1128360
3421,192035,13.07,10,847502.08,655970.04,602555
9724,119961,13.26,5,830627.79,223581.48,703401
4723,0,5.41,15,1312999.86,0.0,850140
3227,0,10.43,20,2613688.43,0.0,774480
7448,13859,11.25,5,601744.51,23614.07,460739
2264,129461,17.45,5,217652.07,289350.48,265301
9858,51192,15.61,10,2852411.88,218331.22,1234152
770,0,15.77,5,70571.52,0.0,46200
6595,102196,9.5,15,2632669.86,398861.24,1289296
5507,25725,14.95,30,38133698.83,1680199.61,2008245
2579,36307,13.0,30,11401149.28,1420224.77,964747
8117,165495,11.3,20,7384000.34,1409191.63,2113575
2287,0,9.7,15,929974.48,0.0,411660
2397,116693,7.23,25,2025258.75,667866.26,835793
4924,55640,13.47,25,12186028.3,1310697.66,1532840
6667,0,6.98,30,8156634.88,0.0,2400120
5582,20660,16.29,15,4301894.25,198638.13,1025420
3514,38625,15.12,15,2407469.58,319288.37,671145
4947,0,5.27,15,1358906.92,0.0,890460
5069,0,16.71,25,23029774.73,0.0,1520700
4236,86081,12.82,10,1033493.33,287509.8,594401
8544,112119,10.24,5,671526.11,182551.1,624759
9793,0,7.28,5,710528.58,0.0,587580
3325,0,17.05,20,6771585.79,0.0,798000
3516,0,11.03,30,10019703.67,0.0,1265760
5088,144758,10.9,25,7957055.6,1924120.47,1671158
8803,0,9.42,30,17737990.41,0.0,3169080
2369,0,5.49,15,662926.49,0.0,426420
1177,157135,10.5,30,2986431.15,3139831.3,580855
2445,32254,13.24,5,208730.01,60058.45,178954
6947,0,11.27,15,3271532.75,0.0,1250460
3423,147637,17.94,20,7952848.6,4004441.34,969157
7058,0,16.98,10,2224622.9,0.0,846960
3500,97561,6.86,25,2789617.88,512600.09,1147561
927,148362,10.58,30,2394939.62,3032316.45,482082
2205,0,7.09,30,2755123.02,0.0,793800
954,191813,11.92,30,3306416.86,5621520.95,535253
6134,0,14.2,30,35717721.0,0.0,2208240
4784,111636,6.2,10,796756.13,203768.57,685716
3463,0,6.08,30,3549966.77,0.0,1246680
4898,24521,13.85,15,2956976.02,171549.04,906161
6391,0,5.41,25,4063665.88,0.0,1917300
2004,186130,6.29,10,335306.39,342429.45,426610
920,93005,6.69,20,464437.45,339893.36,313805
7427,140550,17.54,20,16252495.27,3558205.79,1923030
2227,161310,16.26,25,9269741.76,6966043.41,829410
6321,0,11.2,20,5671257.86,0.0,1517040
7612,0,6.36,20,3689896.58,0.0,1826880
4148,197860,10.55,25,6105523.02,2430867.88,1442260
3876,50935,7.08,20,2050426.89,200005.13,981175
3269,131402,16.51,15,2577460.67,1300359.71,719822
2661,109511,12.05,25,5095481.11,1882889.81,907811
6472,199796,15.27,5,584835.72,406584.99,588116
6126,0,10.49,30,15505261.49,0.0,2205360
2910,0,15.13,15,1995420.77,0.0,523800
2452,0,17.61,30,31976973.31,0.0,882720
2828,20992,7.26,15,922491.58,60068.26,530032
2919,0,5.7,10,472956.34,0.0,350280
7390,183112,10.03,20,5678478.43,1237946.71,1956712
3072,0,5.16,10,483259.82,0.0,368640
6599,138783,7.68,10,1193564.9,290873.32,930663
3126,48835,9.42,10,624498.25,120183.82,423955
6814,106729,11.08,20,6015838.41,872883.65,1742089
3830,74651,15.32,15,2676680.29,633226.74,764051
1300,0,7.35,20,710916.5,0.0,312000
2355,102127,17.95,5,229646.38,233134.28,243427
6058,0,11.42,25,10378752.49,0.0,1817400
6443,163662,7.82,5,474306.32,238509.65,550242
4793,0,16.71,5,451183.67,0.0,287580
5832,31586,13.03,15,3248789.15,198218.05,1081346
6629,154092,17.26,15,5642435.98,1678227.17,1347312
7486,0,13.85,30,40184804.51,0.0,2694960
8457,0,7.74,20,4853425.64,0.0,2029680
1987,87138,12.49,20,2123517.19,917968.59,564018
6164,152691,16.8,15,5008140.31,1569175.06,1262211
2654,197556,9.5,20,1904678.55,1213560.33,834516
4927,47279,11.59,15,2390627.57,244928.66,934139
6802,0,16.47,15,5343393.22,0.0,1224360
4615,0,8.12,5,342496.79,0.0,276900
4977,97899,15.08,15,3395644.88,804906.26,993759
6579,0,17.9,5,640661.47,0.0,394740
5432,97810,13.67,30,27988598.59,4570013.05,2053330
3960,0,12.79,25,8666425.24,0.0,1188000
4208,0,7.46,25,3688800.14,0.0,1262400
8020,0,13.77,10,2072838.67,0.0,962400
3883,114607,15.37,10,1107357.55,478979.93,580567
2565,10157,16.67,15,2056661.41,102664.12,471857
8528,0,9.7,15,3466839.45,0.0,1535040
9362,149677,8.03,15,3270276.3,476852.15,1834837
1891,115733,17.02,10,597656.46,557308.82,342653
1144,0,14.71,30,7500815.14,0.0,411840
5152,0,17.65,30,67767698.13,0.0,1854720
1618,0,9.7,10,328385.43,0.0,194160
6728,0,15.85,30,57618247.8,0.0,2422080
9273,117264,9.0,20,6239088.77,657093.44,2342784
9533,133820,12.51,15,5050616.2,783879.58,1849760
6770,68422,13.67,25,17373656.61,1683664.42,2099422
5907,79860,15.94,30,51645168.3,6748458.24,2206380
4026,122410,12.66,30,16468868.13,4370982.75,1571770
8026,0,7.51,5,585958.99,0.0,481560
8957,60718,10.34,5,705930.82,99314.21,598138
4376,192534,9.43,5,336473.11,302190.43,455094
1897,141167,11.1,20,1678599.15,1158079.47,596447
8715,64806,15.67,25,32444041.92,2465088.19,2679306
2116,197478,9.47,20,1512006.39,1205665.74,705318
1234,0,10.17,25,1700389.09,0.0,370200
9471,0,13.33,10,2383397.94,0.0,1136520
4931,148371,14.7,15,3240264.64,1161444.74,1035951
6414,0,7.2,5,464331.18,0.0,384840
595,0,11.05,30,1703592.56,0.0,214200
8810,156459,6.8,15,2759066.04,419512.79,1742259
2545,0,13.91,25,6826399.29,0.0,763500
1071,53031,14.21,10,284259.47,200188.39,181551
4310,0,13.0,5,365536.77,0.0,258600
8102,0,10.82,15,3656494.18,0.0,1458360
6230,0,16.32,10,1883806.73,0.0,747600
1804,0,11.81,15,893538.95,0.0,324720
9309,184271,16.33,10,2816986.32,836201.0,1301351
8103,136131,6.56,10,1376831.53,257072.29,1108491
8008,194947,14.82,5,714644.44,389133.4,675427
3815,87140,12.78,25,8327540.55,1762152.76,1231640
1440,8323,17.96,5,140447.66,19005.04,94723
2901,194247,11.64,20,2759634.43,1755815.23,890487
5872,111834,6.9,25,4709598.67,593047.4,1873434
3668,91873,5.2,25,2261689.37,326543.45,1192273
5227,121845,12.28,30,19623365.08,3929748.28,2003565
5421,62916,7.6,25,4866799.83,393118.48,1689216
1299,0,8.09,5,96311.51,0.0,77940
7708,79308,9.86,20,5795163.62,520112.32,1929228
5737,84836,12.25,5,476503.88,151185.55,429056
584,0,8.96,15,221910.84,0.0,105120
6115,164392,9.7,20,4503307.63,1047268.77,1631992
7451,0,11.12,10,1642903.31,0.0,894120
4181,0,11.19,10,925735.89,0.0,501720
3179,22127,12.83,5,268354.82,40470.26,212867
4578,132276,14.91,10,1268598.86,530932.56,681636
7541,0,7.61,30,10463077.33,0.0,2714760
9551,0,5.39,5,658980.36,0.0,573060
737,166174,7.21,30,942775.85,1341329.98,431494
9172,24675,16.0,25,36352479.65,1008052.35,2776275
7535,99597,7.35,10,1338033.88,202494.17,1003797
7267,133751,5.42,30,6574501.96,652326.35,2749871
9545,51370,10.23,30,22842071.81,953531.6,3487570
4323,0,12.4,25,8817569.44,0.0,1296900
3998,107507,17.87,5,389016.05,244627.26,347387
4967,0,10.71,30,13196196.41,0.0,1788120
1049,0,8.26,15,373909.29,0.0,188820
6849,0,15.12,30,49396599.98,0.0,2465640
4446,0,6.77,10,764028.94,0.0,533520
2983,0,17.39,15,2573238.47,0.0,536940
7831,0,5.82,10,1276984.95,0.0,939720
1581,0,6.93,30,1912096.23,0.0,569160
7382,189330,11.5,15,3551480.86,969091.09,1518090
1904,0,11.03,15,876122.43,0.0,342720
2030,0,17.37,20,4334527.88,0.0,487200
9077,196592,9.79,25,11712946.3,2029901.3,2919692
2095,31182,10.45,20,1701943.11,227683.75,533982
7348,175125,17.89,15,6675876.45,2067110.09,1497765
4131,174826,5.72,30,3951524.85,927008.43,1661986
4365,118545,16.67,25,19675061.24,5598810.33,1428045
1033,42128,14.89,15,691538.92,337903.07,228068
3622,138445,14.27,20,4952034.93,1994910.33,1007725
1223,0,11.57,5,99693.03,0.0,73380
7797,120895,9.74,15,3180001.65,487133.26,1524355
3880,158088,6.94,10,673113.98,309156.4,623688
5105,63159,5.7,20,2287881.6,191451.58,1288359
3378,0,16.29,20,6162318.38,0.0,810720
6435,172346,17.37,5,617179.96,383849.33,558446
5156,0,16.86,5,487351.14,0.0,309360
2300,0,15.11,10,645402.5,0.0,276000
6061,134473,8.09,30,9254352.5,1385870.49,2316433
2891,43587,6.29,15,866572.06,108868.69,563967
6390,197730,7.42,10,1138943.22,404502.32,964530
3230,36772,13.38,30,15566200.15,1590457.08,1199572
1816,116316,9.89,20,1370901.03,767165.49,552156
4606,185799,5.86,15,1330034.11,436497.33,1014879
6242,0,6.91,10,1081466.32,0.0,749040
3605,0,14.88,25,11566422.82,0.0,1081500
8991,94409,16.94,25,42675429.39,4723605.38,2791709
4738,0,11.18,5,382117.1,0.0,284280
7833,0,15.45,15,5546239.87,0.0,1409940
2253,153327,7.44,30,3020749.56,1321642.53,964407
7351,0,17.85,15,6650810.99,0.0,1323180
4607,0,11.88,15,2297396.61,0.0,829260
2675,0,7.22,30,3426135.72,0.0,963000
9162,0,15.18,30,67024344.99,0.0,3298320
9495,52399,5.09,5,649991.71,67171.14,622099
2605,0,17.28,30,31331700.78,0.0,937800
2201,178184,13.67,25,5653458.09,4389327.78,838484
7234,0,17.34,20,15380795.78,0.0,1736160
9719,0,17.4,30,120444382.38,0.0,3498840
6359,29608,15.29,15,4429372.9,250070.28,1174228
3107,0,8.42,10,585845.88,0.0,372840
3041,67193,9.07,10,595346.22,160124.54,432113
7527,101846,15.23,10,2127986.5,420492.02,1005086
9664,143824,16.06,20,17042554.07,2825789.91,2463184
5009,0,6.71,30,5801536.23,0.0,1803240
9215,0,7.14,30,11624716.34,0.0,3317400
2948,0,10.2,15,1255114.27,0.0,530640
4241,0,11.98,20,4225437.56,0.0,1017840
2721,183783,16.07,10,810403.93,815899.7,510303
3943,147952,9.71,10,800853.61,373752.27,621112
3843,0,5.11,15,1041354.88,0.0,691740
1803,103389,11.51,5,146728.39,178257.77,211569
6760,177445,13.95,15,4122417.89,1258244.33,1394245
5310,0,5.45,5,366983.85,0.0,318600
5716,35674,8.76,10,1099103.66,82599.2,721594
7641,0,8.73,30,13335315.89,0.0,2750760
7394,155305,17.13,30,85777081.49,17811385.82,2817145
9571,0,7.9,10,1752880.7,0.0,1148520
2417,10242,13.02,15,1345704.43,64227.07,445302
2613,0,17.02,25,12582393.3,0.0,783900
4108,141697,15.9,15,3043865.25,1295856.13,881137
1067,0,17.02,25,5138300.35,0.0,320100
4614,88250,11.38,20,4243226.7,762488.78,1195610
7781,129806,11.7,5,636582.14,225741.28,596666
8916,0,11.26,10,1983015.22,0.0,1069920
823,0,12.62,5,69066.9,0.0,49380
3952,23856,7.56,5,288889.63,34345.46,260976
3473,0,8.64,10,663204.47,0.0,416760
7671,0,12.08,25,14755014.8,0.0,2301300
5477,0,16.4,5,511019.57,0.0,328620
1460,0,15.8,25,5570685.19,0.0,438000
3907,0,8.41,20,2439954.45,0.0,937680
6104,66862,7.32,20,3327123.25,274752.47,1531822
9410,15886,16.91,5,890811.69,34696.87,580486
3348,0,17.68,15,2976209.22,0.0,602640
4665,0,12.86,5,394073.82,0.0,279900
2636,88455,17.04,5,250489.39,194299.02,246615
5343,187870,8.18,15,1890713.63,610656.69,1149610
7372,189842,7.89,15,2542534.76,592947.19,1516802
4933,0,15.67,25,18368654.93,0.0,1479900
4212,0,6.36,15,1270480.56,0.0,758160
1289,0,8.81,15,483139.62,0.0,232020
8223,64871,12.25,25,16327643.42,1166995.44,2531771
8634,0,12.17,20,8832366.21,0.0,2072160
5305,0,15.83,20,9052785.6,0.0,1273200
3196,0,15.73,15,2329034.74,0.0,575280
1015,6805,15.35,25,3560903.33,241798.67,311305
7380,0,12.69,25,15842594.94,0.0,2214000
6650,0,7.65,10,1200631.05,0.0,798000
3464,0,11.25,20,3128719.41,0.0,831360
1263,52956,10.12,15,533948.4,224982.98,280296
7287,0,9.71,5,564449.33,0.0,437220
6705,86421,15.51,15,4777351.65,751593.87,1293321
3812,0,5.61,25,2502151.31,0.0,1143600
4363,0,6.43,10,735909.14,0.0,523560
4843,0,12.7,25,10426089.96,0.0,1452900
7629,40895,5.74,5,531216.35,54050.33,498635
9477,6977,17.5,15,8275197.4,78428.89,1712837
3901,168018,12.63,15,2090648.74,999930.11,870198
2708,0,12.75,20,2996844.28,0.0,649920
4364,18642,16.1,5,403702.97,39321.42,280482
7365,112948,5.47,15,2057739.02,251209.15,1438648
3924,0,14.68,15,2572443.12,0.0,706320
1361,173195,12.35,30,5199190.39,5702844.35,663155
9839,128214,9.27,10,1948640.81,311229.05,1308894
5475,51501,5.22,20,2318010.96,142438.36,1365501
1688,0,11.6,25,2981773.2,0.0,506400
8685,12472,12.34,10,2059725.99,39942.97,1054672
9630,182904,17.1,5,916517.24,402694.86,760704
2732,0,11.3,25,4576565.63,0.0,819600
2996,0,9.65,15,1212366.77,0.0,539280
2280,46880,14.88,15,1524838.9,375535.02,457280
3590,0,6.62,30,4089297.52,0.0,1292400
3961,5582,14.63,10,1078607.46,21856.97,480902
3248,0,5.74,20,1461602.11,0.0,779520
9094,63301,9.7,15,3697304.6,253874.77,1700221
1320,0,14.31,25,3812254.86,0.0,396000
5331,0,12.85,15,2919961.67,0.0,959580
3749,0,7.52,15,1251772.93,0.0,674820
7846,0,12.93,15,4330845.93,0.0,1412280
4792,104725,10.92,15,2181607.11,495435.51,967285
8118,78398,14.72,25,25312018.9,2429356.63,2513798
9020,0,16.04,15,6781226.89,0.0,1623600
7095,14224,11.01,20,6206262.86,114885.32,1717024
6842,0,9.76,5,530758.51,0.0,410520
8975,6426,9.33,15,3527642.76,24505.8,1621926
1929,142310,12.8,5,162678.9,259883.39,258050
7613,0,5.85,5,531722.27,0.0,456780
906,170666,9.89,25,1189131.09,1802603.9,442466
7977,160417,8.09,30,12182374.25,1653716.31,3032137
9684,0,7.86,15,3331059.66,0.0,1743120
657,0,5.21,5,45113.88,0.0,39420
1641,185692,7.47,5,119650.87,266160.12,284152
1414,0,9.02,15,540096.55,0.0,254520
6439,0,9.95,25,8546660.89,0.0,1931700
3674,0,17.77,10,1217472.5,0.0,440880
9743,0,11.47,5,792054.63,0.0,584580
8270,0,14.85,5,738550.36,0.0,496200
7428,103983,16.04,15,5582425.08,968313.52,1441023
552,149663,12.43,30,2145719.14,5030958.33,348383
1444,0,7.4,15,476721.32,0.0,259920
5015,57224,12.7,20,5509014.88,624731.03,1260824
9926,43164,10.31,25,14015006.77,502175.11,3020964
933,0,8.66,30,1602231.3,0.0,335880
9325,128287,12.45,20,9907880.28,1341268.98,2366287
2363,0,8.01,10,435451.07,0.0,283560
1033,194222,9.47,20,738404.38,1186389.59,442142
563,0,16.13,15,427174.12,0.0,101340
4004,107793,6.17,10,665832.26,196242.22,588273
7734,182100,13.32,25,18609502.9,4146458.77,2502300
4188,156827,12.83,10,1022497.62,524341.45,659387
9033,0,8.82,30,16047785.98,0.0,3251880
1115,107758,7.61,25,1001337.91,673620.81,442258
691,48153,16.02,30,6158761.24,4155473.28,296913
4605,0,17.18,15,3889726.72,0.0,828900
8670,126219,13.87,10,2254052.85,462506.48,1166619
7723,197209,16.5,10,2362444.35,908287.66,1123969
6106,0,12.02,25,11619095.4,0.0,1831800
1356,0,5.75,10,220247.65,0.0,162720
2548,92421,11.35,25,4310045.3,1358655.05,856821
9259,0,10.25,20,7324176.86,0.0,2222160
7658,0,9.37,30,15257284.83,0.0,2756880
1353,134648,17.07,25,6576828.84,6917758.13,540548
1609,97122,15.51,15,1146778.42,844997.94,386742
6673,0,8.91,5,505872.89,0.0,400380
1750,104090,16.45,20,3268498.28,2189515.07,524090
9711,71744,14.93,15,6527955.0,578568.22,1819724
7917,62762,12.64,20,8636164.45,679004.07,1962842
4870,0,6.39,25,3603072.1,0.0,1461000
5319,181652,6.5,5,377947.17,248874.49,500792
2231,113335,11.08,25,3601450.01,1569290.34,782635
2325,0,7.58,30,3206198.7,0.0,837000
1724,0,10.29,25,2424335.42,0.0,517200
9795,0,12.9,15,5390512.44,0.0,1763100
683,79560,12.48,15,361036.84,464582.79,202500
1148,0,9.79,15,470759.35,0.0,206640
9390,0,12.83,25,20700082.21,0.0,2817000
5252,187554,9.83,25,6823622.71,1954327.25,1763154
1627,0,12.8,25,3564987.35,0.0,488100
8714,0,7.82,20,5052213.39,0.0,2091360
3359,179382,16.34,15,2604032.12,1737651.1,784002
5606,0,9.78,15,2296743.26,0.0,1009080
2200,22362,12.78,25,4800148.79,451963.45,682362
8471,16850,14.39,10,2273173.32,64615.57,1033370
9574,0,17.94,20,22226483.45,0.0,2297760
8786,0,17.74,30,118209563.28,0.0,3162960
965,0,8.79,25,1052637.2,0.0,289500
6366,0,9.1,5,485071.47,0.0,381960
4155,56620,13.32,20,4974200.66,690275.67,1053820
6003,125870,5.5,25,3872859.9,480192.96,1926770
1678,20543,17.02,25,8091921.32,1046133.33,523943
9528,0,17.23,30,113410742.25,0.0,3430080
4509,0,9.65,25,5681905.5,0.0,1352700
3400,0,14.64,20,4899472.32,0.0,816000
3131,52783,9.62,20,2282733.56,331537.85,804223
6734,46907,12.51,25,13999512.58,893275.74,2067107
1830,0,11.76,15,902605.08,0.0,329400
758,0,5.72,30,726004.11,0.0,272880
8077,62916,10.2,5,634104.99,102247.1,547536
7084,0,17.75,25,39309806.0,0.0,2125200
800,158973,12.43,10,190756.58,513242.89,254973
9345,17128,13.06,10,2313863.65,58462.05,1138528
4639,168280,10.79,10,1003453.26,468874.2,724960
4687,102357,7.81,5,344887.05,149056.04,383577
1628,0,16.35,30,15699875.72,0.0,586080
7414,0,13.34,5,634727.45,0.0,444840
8106,138551,9.34,5,621727.94,216553.71,624911
3948,114725,8.46,15,1433484.74,387973.93,825365
4742,21527,12.82,15,2589996.94,131496.26,875087
8039,0,16.83,15,6546185.73,0.0,1447020
6653,0,12.13,20,6761791.99,0.0,1596720
8009,0,15.18,5,721998.36,0.0,480540
6776,0,6.6,25,5181064.84,0.0,2032800
6386,0,5.37,25,4041160.92,0.0,1915800
9286,98433,6.91,20,4813227.37,374651.27,2327073
9534,53305,11.84,20,9325616.46,499971.18,2341465
8557,0,10.95,20,7429460.99,0.0,2053680
8918,0,7.21,5,645783.79,0.0,535080
8567,79636,13.86,30,46111326.71,3912034.33,3163756
632,0,17.48,30,7977032.41,0.0,227520
5032,118585,7.93,15,1742187.3,372612.81,1024345
8267,0,6.7,20,4175186.65,0.0,1984080
2167,186152,5.12,10,340030.58,306578.73,446192
529,151534,10.34,5,41693.73,247873.27,183274
6441,147448,17.74,25,35658779.27,8743839.69,2079748
2371,0,6.91,20,1228101.11,0.0,569040
4526,76442,7.9,15,1563108.3,239265.09,891122
857,133286,8.16,5,63667.69,197321.0,184706
7637,142013,8.9,15,2886177.78,510471.51,1516673
5158,129847,7.16,5,373061.79,183516.99,439327
4452,0,10.16,10,928319.97,0.0,534240
7848,159027,11.08,15,3627563.41,768899.36,1571667
7240,109892,16.98,10,2282683.68,527443.05,978692
9105,192852,5.62,20,4041185.52,575589.66,2378052
869,0,12.39,30,3349649.52,0.0,312840
8306,0,14.05,10,2183985.7,0.0,996720
4096,184851,7.18,10,720331.05,369815.02,676371
3364,128044,16.64,15,2686933.45,1287971.91,733564
7749,0,9.15,25,8978204.97,0.0,2324700
8996,22607,6.58,15,2764699.85,58801.87,1641887
2427,0,5.58,25,1583809.87,0.0,728100
7472,11296,10.77,15,3356306.36,52415.43,1356256
8699,0,7.25,10,1535859.09,0.0,1043880
8327,145285,9.66,10,1686044.91,365227.39,1144525
1165,0,7.78,25,1075868.81,0.0,349500
8110,90858,9.89,30,18041471.77,1537009.83,3010458
9932,165772,11.12,5,799641.08,280847.9,761692
9509,108039,13.21,15,5390705.98,694365.03,1819659
8156,41018,5.36,15,2257235.57,89793.06,1509098
3727,119655,14.37,5,328341.02,234103.58,343275
1752,0,11.65,5,143132.48,0.0,105120
752,0,12.8,25,1646576.07,0.0,225600
1038,71349,10.92,15,472537.3,337516.09,258189
8406,0,6.69,20,4241965.0,0.0,2017440
8455,0,11.7,10,1929206.5,0.0,1014600
4099,74971,15.33,15,2869033.82,637193.45,812791
3683,0,17.27,20,7754475.03,0.0,883920
3936,0,16.58,15,3126922.01,0.0,708480
2748,32759,14.44,10,739693.6,126176.03,362519
7102,0,7.55,25,6315100.62,0.0,2130600
2625,5278,13.82,10,680509.25,19260.68,320278
2145,0,6.64,30,2452607.61,0.0,772200
2699,0,9.77,30,5859915.14,0.0,971640
1379,0,11.3,20,1253960.63,0.0,330960
5217,0,11.0,15,2393249.9,0.0,939060
5738,144659,14.36,30,34665671.66,8104758.19,2210339
6084,145231,16.61,25,27072391.21,6760902.06,1970431
4758,54898,6.01,25,3317402.81,236010.94,1482298
4078,156474,12.24,20,4206927.68,1574143.46,1135194
9473,112879,16.22,25,39150857.94,4835512.09,2954779
6449,5280,13.09,15,3615383.34,33422.84,1166100
8960,0,5.4,20,3873844.52,0.0,2150400
8230,26424,10.72,5,655437.63,43973.19,520224
1986,85759,13.16,20,2327015.71,1017244.94,562399
666,59227,5.57,25,433860.93,229378.91,259027
9408,0,11.21,20,8454250.53,0.0,2257920
3133,0,17.9,15,2850701.01,0.0,563940
984,0,8.26,15,350700.75,0.0,177120
7760,0,11.85,25,14331889.59,0.0,2328000
9511,45311,15.34,15,6659072.26,385256.19,1757291
3989,155378,6.12,15,1178320.21,378918.27,873398
3397,87276,15.61,10,982729.19,372125.91,494916
3230,177044,15.39,5,292883.45,362198.96,370844
9376,0,16.81,25,43416499.54,0.0,2812800
2381,0,13.2,5,203023.01,0.0,142860
8548,35754,17.66,30,112667442.0,4695699.0,3113034
1411,0,9.57,20,1021953.88,0.0,338640
8788,0,15.78,20,14898390.82,0.0,2109120
8477,0,15.17,30,61776850.94,0.0,3051720
4047,80809,12.68,15,2180698.97,484528.53,809269
2224,0,17.97,15,2038757.27,0.0,400320
4306,140230,10.42,30,10738837.9,2741990.79,1690390
2495,0,12.3,30,9424898.97,0.0,898200
3157,71273,15.24,30,23433097.46,5029230.25,1207793
3474,0,15.03,25,11464878.47,0.0,1042200
5716,90600,7.52,25,5060841.57,554891.48,1805400
