id,username,level,xp_points,badge,score
4512,Alpha,4,3662,Gold,18.37
4513,Gamma,39,211,Bronze,95.53
4514,Echo,27,4524,Platinum,76.28
4515,Echo,9,665,Silver,42.43
4516,Delta,12,1034,None,55.93
4517,Nova,16,66,Silver,72.98
4518,Sigma,30,4395,Platinum,51.55
4519,Nova,10,3015,Silver,77.17
4520,Zeta,25,2128,Gold,23.74
4521,Foxtrot,22,30,Platinum,83.94
4522,Sigma,20,3433,Platinum,98.78
4523,Delta,44,2454,Bronze,6.8
4524,Delta,49,4441,Gold,48.49
4525,Alpha,34,2929,Gold,46.44
4526,Gamma,44,3246,Silver,40.97
4527,Foxtrot,21,2764,Silver,75.96
4528,Zeta,3,3396,Silver,0.39
4529,Gamma,16,2495,Bronze,78.29
4530,Echo,28,4825,Silver,79.04
4531,Zeta,42,3954,Bronze,91.85
4532,Gamma,16,1822,Silver,37.79
4533,Bravo,28,1324,Platinum,44.16
4534,Echo,26,453,Silver,80.8
4535,Alpha,15,28,None,15.23
4536,Sigma,3,157,Silver,76.58
4537,Nova,45,3890,Platinum,2.96
4538,Nova,13,4766,Bronze,77.25
4539,Nova,6,3863,Bronze,83.53
4540,Delta,47,630,None,70.93
4541,Zeta,10,1227,Gold,73.98
4542,Foxtrot,46,515,Platinum,7.42
4543,Delta,45,3719,Platinum,22.83
4544,Charlie,20,4735,Gold,13.14
4545,Zeta,20,1701,None,85.73
4546,Charlie,19,240,None,11.74
4547,Charlie,4,642,Platinum,98.62
4548,Charlie,16,3103,None,48.35
4549,Gamma,28,2334,None,89.26
4550,Sigma,26,4680,None,19.39
4551,Sigma,35,4688,Silver,70.29
4552,Bravo,39,2738,Bronze,13.7
4553,Nova,19,2294,Bronze,74.23
4554,Foxtrot,11,3362,Platinum,49.25
4555,Sigma,30,1088,Platinum,54.09
4556,Sigma,14,2011,None,97.58
4557,Gamma,29,1216,None,4.84
4558,Nova,46,668,Platinum,98.61
4559,Echo,48,971,Bronze,98.76
4560,Nova,3,4306,None,24.0
4561,Alpha,30,4560,None,6.13
4562,Zeta,12,3651,Gold,80.27
4563,Echo,32,275,Silver,62.35
4564,Alpha,35,4865,Gold,50.83
4565,Bravo,20,1484,None,35.34
4566,Delta,17,2546,Gold,39.33
4567,Echo,33,1957,Bronze,51.23
4568,Nova,35,2022,Bronze,18.96
4569,Gamma,23,512,None,64.71
4570,Foxtrot,8,4413,Platinum,57.46
4571,Delta,9,4285,Silver,81.7
4572,Sigma,50,266,Platinum,40.64
4573,Charlie,33,2493,Platinum,1.86
4574,Delta,19,3603,Platinum,95.09
4575,Zeta,8,4811,Bronze,73.15
4576,Zeta,30,2443,None,21.48
4577,Zeta,38,3779,Silver,40.33
4578,Zeta,20,946,Bronze,28.82
4579,Foxtrot,37,571,Bronze,46.46
4580,Foxtrot,26,3205,Platinum,27.25
4581,Zeta,41,3591,Bronze,70.3
4582,Foxtrot,29,2297,Silver,7.29
4583,Nova,11,738,Platinum,54.79
4584,Bravo,24,929,None,77.0
4585,Zeta,41,4954,Silver,52.34
4586,Nova,13,2224,Platinum,7.9
4587,Zeta,28,2986,Gold,52.48
4588,Foxtrot,47,876,Bronze,85.64
4589,Alpha,36,767,Gold,29.64
4590,Sigma,30,164,Bronze,2.09
4591,Gamma,42,2265,Bronze,43.95
4592,Delta,5,4860,Bronze,77.2
4593,Zeta,1,3057,None,26.36
4594,Bravo,48,603,Bronze,9.86
4595,Charlie,46,3023,Gold,72.56
4596,Delta,46,2555,Bronze,14.45
4597,Charlie,15,3887,Gold,65.76
4598,Charlie,1,449,Silver,91.32
4599,Delta,4,1537,Gold,45.66
4600,Sigma,23,444,Platinum,37.18
4601,Charlie,39,3319,Platinum,86.76
4602,Echo,46,3321,Bronze,38.47
4603,Sigma,50,194,None,28.38
4604,Echo,19,2570,Gold,6.47
4605,Charlie,44,4925,Gold,57.47
4606,Gamma,44,1080,Bronze,86.47
4607,Sigma,9,831,Silver,13.75
4608,Nova,49,1763,None,59.73
4609,Sigma,21,3228,Silver,18.3
4610,Bravo,7,1711,Bronze,18.44
4611,Alpha,38,974,Gold,54.54
4612,Foxtrot,40,4490,Bronze,49.75
4613,Echo,46,3010,Silver,72.83
4614,Gamma,5,4454,Silver,26.6
4615,Delta,40,3449,Gold,34.86
4616,Zeta,27,2420,None,7.27
4617,Bravo,31,1861,Bronze,74.41
4618,Delta,40,800,Platinum,13.53
4619,Sigma,36,987,None,30.0
4620,Nova,42,3501,Platinum,86.04
4621,Charlie,36,311,Bronze,36.16
4622,Charlie,41,1732,Bronze,59.54
4623,Gamma,1,770,None,89.72
4624,Charlie,43,366,Bronze,45.04
4625,Delta,45,4114,Silver,79.31
4626,Charlie,39,3953,Gold,24.61
4627,Delta,40,1490,Gold,85.03
4628,Delta,7,2743,Silver,9.62
4629,Zeta,15,428,Silver,21.55
4630,Alpha,50,2195,Gold,69.38
4631,Echo,37,4037,Gold,10.23
4632,Foxtrot,18,4167,Gold,53.74
4633,Alpha,29,4399,Gold,44.13
4634,Foxtrot,38,1976,None,29.49
4635,Alpha,2,4546,None,98.0
4636,Zeta,43,3503,None,67.05
4637,Alpha,40,4957,Gold,4.57
4638,Alpha,22,1726,Bronze,94.19
4639,Sigma,29,1570,Silver,45.66
4640,Delta,24,2046,None,77.99
4641,Foxtrot,2,2993,Platinum,11.1
4642,Echo,46,4209,Gold,5.72
4643,Echo,30,148,Bronze,50.78
4644,Echo,49,1021,None,96.5
4645,Foxtrot,44,1138,Silver,54.87
4646,Bravo,22,4898,Silver,9.22
4647,Gamma,5,790,None,84.04
4648,Gamma,6,1896,Platinum,12.27
4649,Zeta,16,2547,Platinum,82.36
4650,Alpha,7,1783,Bronze,60.64
4651,Gamma,27,485,Bronze,26.97
4652,Delta,48,2382,Gold,56.52
4653,Bravo,50,4539,Gold,46.27
4654,Alpha,6,4900,Platinum,97.12
4655,Charlie,47,4678,Platinum,27.59
4656,Gamma,39,3345,Bronze,90.59
4657,Gamma,19,2707,Platinum,24.89
4658,Nova,48,1288,Silver,87.95
4659,Sigma,13,4998,Gold,3.13
4660,Nova,16,1955,Silver,22.05
4661,Delta,30,183,Silver,8.66
4662,Sigma,8,4963,None,0.75
4663,Bravo,13,3882,Platinum,29.18
4664,Bravo,35,508,Gold,54.4
4665,Charlie,21,864,Bronze,38.9
4666,Sigma,8,2245,Platinum,45.13
4667,Zeta,31,2939,Silver,15.06
4668,Charlie,14,2345,None,41.14
4669,Zeta,30,1603,Platinum,28.42
4670,Zeta,17,4318,Bronze,89.9
4671,Alpha,47,2648,Platinum,30.76
4672,Bravo,4,4359,Platinum,76.31
4673,Bravo,39,496,Bronze,23.91
4674,Echo,50,2199,Silver,0.16
4675,Delta,24,3803,Gold,70.06
4676,Delta,31,4568,Platinum,92.41
4677,Foxtrot,26,3970,None,21.66
4678,Sigma,11,4310,Gold,73.21
4679,Alpha,40,2817,Silver,21.67
4680,Nova,46,3755,Silver,62.53
4681,Delta,16,4787,Gold,68.53
4682,Alpha,45,2044,Platinum,45.19
4683,Sigma,34,4657,Platinum,54.95
4684,Sigma,6,630,Bronze,81.41
4685,Bravo,13,4631,None,77.39
4686,Foxtrot,50,4641,Bronze,97.74
4687,Delta,20,105,Silver,3.37
4688,Bravo,39,2798,Gold,7.85
4689,Nova,26,1544,Gold,18.51
4690,Zeta,6,2393,Gold,24.43
4691,Echo,18,2140,Gold,89.22
4692,Alpha,7,2342,None,5.66
4693,Delta,33,2199,None,8.97
4694,Delta,14,3345,Gold,20.2
4695,Echo,5,937,Bronze,82.31
4696,Bravo,15,1389,Gold,79.91
4697,Foxtrot,12,2537,None,68.59
4698,Nova,35,4701,Silver,19.46
4699,Nova,45,428,Platinum,29.03
4700,Delta,23,3352,None,46.36
4701,Foxtrot,41,4532,Gold,19.04
4702,Delta,25,1331,None,5.86
4703,Charlie,45,3832,Bronze,62.33
4704,Bravo,35,2040,Bronze,95.23
4705,Charlie,12,4509,Bronze,20.19
4706,Sigma,49,3770,Bronze,19.14
4707,Echo,7,537,Gold,89.08
4708,Echo,35,4370,Platinum,36.91
4709,Sigma,24,3809,Bronze,57.45
4710,Alpha,35,4671,None,71.78
4711,Nova,17,1918,Gold,18.36
4712,Nova,47,3898,Bronze,17.39
4713,Delta,36,2285,None,43.03
4714,Echo,23,4008,Gold,63.93
4715,Zeta,42,1841,Bronze,90.65
4716,Foxtrot,50,76,Gold,41.49
4717,Bravo,2,1374,Bronze,26.89
4718,Alpha,21,1993,Bronze,14.56
4719,Foxtrot,48,2240,None,11.06
4720,Sigma,32,1291,Platinum,47.74
4721,Delta,27,3208,Silver,26.48
4722,Foxtrot,28,2902,Platinum,69.6
4723,Echo,42,4699,None,22.66
4724,Charlie,34,231,Gold,74.38
4725,Sigma,45,2094,Gold,37.16
4726,Foxtrot,38,1010,Silver,49.1
4727,Gamma,27,1351,Platinum,18.29
4728,Zeta,36,3876,Platinum,74.4
4729,Charlie,32,2423,Platinum,79.33
4730,Echo,34,564,None,1.6
4731,Nova,17,2133,None,93.18
4732,Gamma,29,3626,Bronze,5.07
4733,Zeta,17,972,Gold,36.92
4734,Alpha,45,1454,Silver,36.85
4735,Charlie,14,3582,Platinum,17.86
4736,Gamma,46,4086,Gold,59.34
4737,Echo,7,3742,Platinum,73.25
4738,Delta,44,2614,Silver,12.22
4739,Gamma,40,2432,None,80.55
4740,Nova,47,3343,None,64.17
4741,Zeta,29,2439,Bronze,97.32
4742,Foxtrot,43,3371,None,28.17
4743,Nova,16,2557,Gold,3.79
4744,Nova,10,3190,None,71.8
4745,Alpha,22,4067,Bronze,29.65
4746,Delta,29,348,None,37.82
4747,Sigma,26,3836,None,9.36
4748,Echo,16,971,Platinum,7.43
4749,Foxtrot,18,4190,Platinum,42.64
4750,Nova,31,2658,Bronze,85.38
4751,Bravo,47,3495,Platinum,39.28
4752,Echo,4,2335,Gold,92.08
4753,Alpha,2,4697,None,52.81
4754,Alpha,37,2635,Platinum,81.71
4755,Charlie,46,2043,Silver,28.11
4756,Echo,29,3465,None,39.06
4757,Zeta,23,4828,None,5.71
4758,Sigma,47,2449,None,85.46
4759,Charlie,48,1257,Platinum,94.42
4760,Bravo,28,716,Bronze,49.31
4761,Foxtrot,6,1916,Platinum,98.7
4762,Zeta,13,1026,None,70.57
4763,Gamma,46,4754,Platinum,3.01
4764,Bravo,28,668,Platinum,49.72
4765,Echo,25,4432,Platinum,22.12
4766,Bravo,15,4214,Bronze,24.45
4767,Charlie,28,2134,Bronze,63.66
4768,Delta,4,3538,Silver,16.36
4769,Gamma,48,93,Silver,59.0
4770,Charlie,33,3096,Platinum,64.22
4771,Bravo,49,3016,Silver,87.12
4772,Charlie,39,3971,Platinum,3.54
4773,Alpha,50,3196,Silver,0.28
4774,Alpha,47,2547,Bronze,64.37
4775,Sigma,33,4067,None,32.33
4776,Bravo,45,1923,Bronze,61.34
4777,Nova,29,2914,Silver,75.4
4778,Zeta,29,4559,None,64.49
4779,Sigma,40,1469,None,8.02
4780,Gamma,28,1942,Gold,74.34
4781,Zeta,25,2954,None,1.7
4782,Nova,7,3532,Gold,59.81
4783,Nova,49,966,Bronze,64.75
4784,Charlie,31,924,Silver,23.8
4785,Bravo,38,1245,Silver,39.74
4786,Delta,39,4044,Bronze,59.85
4787,Bravo,27,1754,Silver,54.1
4788,Foxtrot,41,768,Silver,73.53
4789,Echo,1,2711,Bronze,14.57
4790,Delta,14,2693,Silver,26.79
4791,Sigma,33,4599,Platinum,38.03
4792,Sigma,47,3596,Gold,99.54
4793,Zeta,17,4171,Silver,9.31
4794,Foxtrot,21,1273,Silver,29.24
4795,Gamma,11,4431,Silver,92.26
4796,Echo,42,1631,Silver,44.42
4797,Alpha,2,3615,Bronze,54.18
4798,Alpha,24,2050,Platinum,24.75
4799,Delta,43,4397,Gold,46.82
4800,Echo,40,542,None,1.75
4801,Alpha,40,3547,None,74.2
4802,Foxtrot,46,409,Platinum,97.76
4803,Echo,16,1156,Silver,28.68
4804,Echo,12,4079,Silver,6.97
4805,Delta,4,4857,Silver,22.31
4806,Delta,20,1089,Platinum,79.84
4807,Sigma,10,4566,Bronze,95.03
4808,Alpha,28,1994,Platinum,73.54
4809,Gamma,29,2417,Silver,94.31
4810,Gamma,31,3608,Silver,63.31
4811,Bravo,5,130,None,89.35
4812,Sigma,45,1189,Silver,36.79
4813,Echo,17,1786,Gold,70.16
4814,Delta,18,2100,Platinum,5.0
4815,Echo,40,1724,Silver,56.05
4816,Foxtrot,25,125,None,63.46
4817,Nova,11,1705,Gold,93.08
4818,Delta,13,598,Bronze,86.86
4819,Nova,37,3033,Silver,51.1
4820,Foxtrot,43,1902,None,2.64
4821,Charlie,15,3854,Silver,87.76
4822,Alpha,49,3022,Gold,65.6
4823,Charlie,22,443,Gold,72.56
4824,Bravo,33,3634,Gold,91.14
4825,Foxtrot,28,3979,Gold,59.84
4826,Alpha,38,1323,Silver,97.12
4827,Nova,32,4844,Silver,11.97
4828,Alpha,28,3883,Gold,38.94
4829,Bravo,49,2474,None,39.17
4830,Charlie,21,2038,Silver,49.83
4831,Nova,16,225,Platinum,19.65
4832,Foxtrot,22,426,Gold,54.07
4833,Delta,7,637,Gold,27.39
4834,Bravo,27,2011,Gold,72.53
4835,Echo,15,3633,Gold,45.54
4836,Nova,37,4900,None,15.66
4837,Zeta,27,4597,Bronze,55.9
4838,Sigma,17,3652,Platinum,1.11
4839,Alpha,26,2318,Bronze,16.22
4840,Zeta,14,4385,Gold,84.74
4841,Echo,12,2614,Gold,16.24
4842,Bravo,29,636,Gold,25.29
4843,Alpha,38,3706,Silver,7.99
4844,Zeta,36,4010,Platinum,18.29
4845,Delta,11,617,Silver,44.53
4846,Bravo,23,1485,Platinum,13.72
4847,Bravo,48,1404,Platinum,13.25
4848,Nova,9,1635,Silver,99.13
4849,Delta,5,2029,Silver,80.77
4850,Gamma,46,3345,Silver,17.4
4851,Echo,29,2511,Gold,52.09
4852,Bravo,47,1080,Silver,31.48
4853,Gamma,17,4230,Silver,26.25
4854,Nova,20,1802,None,68.98
4855,Gamma,39,795,Gold,38.64
4856,Alpha,38,2152,Gold,66.22
4857,Bravo,15,4691,Silver,74.19
4858,Gamma,10,2730,Gold,87.5
4859,Gamma,3,4702,Gold,44.58
4860,Zeta,23,2622,Silver,77.04
4861,Charlie,26,1615,Gold,50.05
4862,Zeta,33,1997,Platinum,38.01
4863,Zeta,50,2335,Silver,53.96
4864,Nova,37,3119,Platinum,20.42
4865,Delta,5,4185,Platinum,11.14
4866,Bravo,20,1244,Gold,53.64
4867,Echo,9,4439,Gold,76.99
4868,Nova,8,1356,Bronze,45.48
4869,Zeta,29,3980,None,30.96
4870,Charlie,40,4761,Gold,70.01
4871,Delta,45,3293,None,18.09
4872,Echo,25,4310,None,52.33
4873,Sigma,12,1746,Bronze,0.41
4874,Delta,21,3518,Bronze,87.87
4875,Nova,44,2804,Silver,53.57
4876,Alpha,25,4688,Silver,58.0
4877,Sigma,33,4680,None,48.25
4878,Delta,15,1174,Bronze,40.26
4879,Delta,30,3857,Silver,74.2
4880,Bravo,25,873,Bronze,27.23
4881,Foxtrot,47,4163,Bronze,9.57
4882,Sigma,9,2628,Bronze,91.87
4883,Sigma,29,4089,Silver,32.0
4884,Nova,49,2283,Platinum,63.55
4885,Echo,16,2551,Silver,28.29
4886,Sigma,26,2167,Gold,47.69
4887,Bravo,38,3808,Platinum,93.0
4888,Gamma,18,3381,Silver,54.73
4889,Bravo,44,1719,Platinum,59.78
4890,Bravo,48,4996,Silver,78.85
4891,Charlie,4,4277,Silver,17.55
4892,Nova,31,1694,None,93.08
4893,Sigma,12,858,None,81.56
4894,Sigma,3,1372,Silver,51.52
4895,Alpha,8,1899,Gold,95.56
4896,Bravo,7,2563,Platinum,52.21
4897,Foxtrot,4,4567,Bronze,43.4
4898,Zeta,16,4178,Bronze,31.85
4899,Foxtrot,22,1282,Gold,44.25
4900,Sigma,37,91,Gold,88.43
4901,Sigma,6,4279,Platinum,4.94
4902,Sigma,19,2715,Bronze,53.27
4903,Sigma,16,1830,Silver,74.31
4904,Alpha,17,3123,None,44.41
4905,Charlie,33,838,Bronze,74.64
4906,Charlie,15,3377,None,94.85
4907,Zeta,25,392,Gold,60.38
4908,Nova,36,1916,None,50.73
4909,Sigma,23,1872,Gold,97.49
4910,Alpha,20,78,None,54.41
4911,Delta,43,3595,None,34.89
4912,Bravo,10,895,Platinum,59.54
4913,Echo,1,4755,None,53.8
4914,Alpha,38,3819,Platinum,0.29
4915,Zeta,11,1992,Bronze,9.15
4916,Bravo,17,4394,Platinum,73.22
4917,Bravo,39,2041,Gold,11.46
4918,Delta,22,1435,Bronze,58.85
4919,Bravo,29,808,Bronze,36.81
4920,Zeta,19,2980,Bronze,98.54
4921,Delta,29,3791,Gold,41.52
4922,Gamma,35,4214,None,62.73
4923,Delta,2,883,Platinum,62.9
4924,Zeta,26,3475,Silver,1.31
4925,Foxtrot,23,3754,None,24.0
4926,Delta,47,2106,Platinum,40.77
4927,Charlie,43,2768,Bronze,63.62
4928,Sigma,46,498,None,39.03
4929,Zeta,23,1254,Silver,17.62
4930,Delta,5,942,Bronze,62.57
4931,Echo,26,1547,Platinum,34.28
4932,Delta,41,1815,Bronze,40.86
4933,Zeta,11,88,Silver,97.9
4934,Alpha,39,2736,Gold,63.21
4935,Bravo,49,4967,Silver,72.64
4936,Sigma,20,1127,Gold,96.22
4937,Echo,25,3405,Platinum,22.55
4938,Sigma,18,146,Silver,48.99
4939,Sigma,26,748,Gold,43.04
4940,Bravo,4,4019,None,24.14
4941,Charlie,22,3718,Platinum,23.93
4942,Charlie,15,4685,Platinum,98.17
4943,Nova,7,2818,Platinum,57.41
4944,Nova,46,1563,Gold,68.01
4945,Zeta,16,2766,Silver,94.58
4946,Nova,25,3055,Silver,12.13
4947,Delta,20,2813,Bronze,67.45
4948,Foxtrot,14,4960,Silver,80.46
4949,Alpha,7,1966,Platinum,37.39
4950,Echo,21,4283,Bronze,74.61
4951,Bravo,11,4910,Gold,34.69
4952,Foxtrot,48,2251,Platinum,40.74
4953,Charlie,43,3425,Silver,84.98
4954,Zeta,14,49,None,32.78
4955,Foxtrot,37,3470,None,77.65
4956,Nova,22,4783,Bronze,71.29
4957,Echo,44,358,Bronze,44.92
4958,Charlie,44,3790,Gold,76.06
4959,Sigma,27,2951,Silver,12.29
4960,Foxtrot,18,3738,Silver,40.38
4961,Delta,14,1068,Platinum,82.4
4962,Bravo,1,1767,Platinum,36.97
4963,Bravo,24,4827,Gold,48.52
4964,Charlie,38,360,Bronze,81.16
4965,Alpha,31,4328,Platinum,60.59
4966,Gamma,22,2746,Platinum,36.1
4967,Bravo,13,2283,None,52.64
4968,Delta,25,3038,Bronze,29.91
4969,Bravo,16,959,None,6.62
4970,Sigma,19,4327,Silver,53.54
4971,Sigma,37,393,Gold,42.46
4972,Alpha,17,2610,Bronze,5.77
4973,Gamma,21,2285,Silver,93.38
4974,Foxtrot,49,1066,None,33.89
4975,Delta,2,2608,Platinum,6.07
4976,Delta,50,3448,Platinum,28.63
4977,Gamma,30,3387,Bronze,87.27
4978,Delta,22,1310,Platinum,87.37
4979,Zeta,16,3127,Gold,9.19
4980,Echo,43,548,Silver,94.37
4981,Bravo,9,2351,Gold,3.95
4982,Delta,8,1522,Bronze,95.23
4983,Echo,6,407,Platinum,50.66
4984,Sigma,13,2093,None,97.68
4985,Alpha,37,2263,None,67.31
4986,Zeta,39,2109,Bronze,10.21
4987,Zeta,14,273,None,86.82
4988,Foxtrot,17,2177,Bronze,79.27
4989,Alpha,16,1398,None,11.16
4990,Bravo,12,1290,Platinum,80.2
4991,Bravo,35,3049,None,29.51
4992,Sigma,20,4235,Platinum,91.21
4993,Charlie,49,1820,None,79.45
4994,Zeta,22,1259,Bronze,88.33
4995,Nova,21,2499,Gold,36.7
4996,Alpha,18,3095,Bronze,27.99
4997,Zeta,32,4120,Silver,19.02
4998,Foxtrot,17,2769,Platinum,99.2
4999,Echo,3,3974,Silver,84.99
5000,Bravo,36,492,Bronze,88.63
5001,Alpha,16,482,Platinum,73.17
5002,Alpha,18,4588,Platinum,38.74
5003,Bravo,35,4845,Bronze,93.38
5004,Alpha,31,2364,Silver,33.59
5005,Nova,8,3652,Platinum,10.11
5006,Zeta,38,2013,Silver,77.47
5007,Gamma,50,2944,Bronze,60.22
5008,Gamma,14,1344,Silver,99.19
5009,Nova,17,389,None,15.51
5010,Foxtrot,11,4335,Gold,78.8
5011,Alpha,29,1630,Gold,70.17
5012,Gamma,47,4101,None,67.54
5013,Alpha,26,1464,Gold,61.51
5014,Delta,41,118,Gold,18.53
5015,Delta,33,738,Silver,4.12
5016,Foxtrot,21,4279,Silver,65.1
5017,Delta,27,3141,Platinum,44.46
5018,Sigma,4,2713,None,97.3
5019,Foxtrot,31,1751,Silver,58.6
5020,Zeta,13,3874,Silver,30.49
5021,Bravo,28,4580,Gold,28.09
5022,Alpha,22,3536,Platinum,4.33
5023,Echo,31,2552,Platinum,98.29
5024,Zeta,39,4365,Gold,57.41
5025,Charlie,37,4042,Bronze,97.55
5026,Gamma,35,721,Bronze,42.42
5027,Delta,35,3630,Silver,18.72
5028,Nova,24,3363,Gold,81.06
5029,Nova,12,468,Platinum,41.15
5030,Sigma,41,1710,Bronze,85.66
5031,Nova,15,2903,Platinum,99.49
5032,Nova,8,3717,Bronze,41.54
5033,Sigma,23,3115,Bronze,76.64
5034,Echo,39,2357,Bronze,39.31
5035,Charlie,35,2613,Platinum,95.18
5036,Sigma,39,2632,None,10.58
5037,Foxtrot,32,1304,Bronze,6.19
5038,Foxtrot,41,277,Silver,74.3
5039,Alpha,23,3124,Platinum,35.69
5040,Bravo,10,4162,Bronze,56.56
5041,Bravo,33,1793,Bronze,67.4
5042,Gamma,12,4008,Bronze,11.4
5043,Zeta,26,4092,Bronze,3.38
5044,Zeta,46,4626,Gold,59.9
5045,Gamma,38,4351,Silver,84.35
5046,Gamma,45,2528,Bronze,19.91
5047,Foxtrot,25,2688,Platinum,15.57
5048,Echo,34,3583,None,49.33
5049,Gamma,24,397,Bronze,61.48
5050,Charlie,32,1947,Bronze,35.34
5051,Nova,13,3274,Silver,70.18
5052,Charlie,29,3705,Gold,46.96
5053,Alpha,37,1342,Platinum,10.9
5054,Gamma,25,2341,Gold,39.69
5055,Gamma,11,4632,None,50.42
5056,Foxtrot,18,1439,Bronze,55.76
5057,Nova,15,4803,None,65.71
5058,Nova,48,1163,Platinum,29.58
5059,Foxtrot,20,3668,Silver,11.9
5060,Sigma,3,21,Gold,84.65
5061,Gamma,4,1455,Gold,50.52
5062,Echo,9,2991,Platinum,10.2
5063,Delta,49,2230,Platinum,50.34
5064,Bravo,18,1925,Silver,9.58
5065,Charlie,14,92,Silver,54.21
5066,Nova,9,2427,None,34.78
5067,Foxtrot,30,4469,Silver,65.22
5068,Delta,43,2413,Gold,29.08
5069,Charlie,42,3917,None,45.89
5070,Bravo,8,2071,Bronze,68.2
5071,Charlie,50,3867,None,60.74
5072,Echo,32,3828,Bronze,43.08
5073,Echo,41,1739,Gold,42.09
5074,Foxtrot,44,1867,Platinum,91.3
5075,Echo,2,1776,Bronze,0.95
5076,Sigma,13,3106,Silver,19.28
5077,Zeta,29,2463,Gold,7.31
5078,Echo,50,303,Silver,28.4
5079,Zeta,20,2282,Bronze,10.44
5080,Nova,39,4448,Silver,74.39
5081,Alpha,35,2750,Gold,60.63
5082,Charlie,15,1985,None,88.11
5083,Nova,38,395,None,8.18
5084,Alpha,22,52,Bronze,41.53
5085,Zeta,18,1760,Silver,88.75
5086,Charlie,45,4758,Gold,16.34
5087,Zeta,10,1575,Gold,19.33
5088,Alpha,28,588,Platinum,57.59
5089,Delta,11,4070,Gold,6.35
5090,Foxtrot,38,3503,None,70.95
5091,Sigma,32,2985,Silver,82.64
5092,Nova,28,2241,Platinum,56.46
5093,Bravo,30,1870,Platinum,61.17
5094,Charlie,12,1120,Gold,38.36
5095,Gamma,15,841,Silver,34.78
5096,Charlie,27,3938,Bronze,92.95
5097,Alpha,8,687,Gold,71.73
5098,Delta,21,2446,Silver,10.57
5099,Foxtrot,13,644,None,21.31
5100,Sigma,15,979,Silver,28.3
5101,Nova,12,1600,None,5.07
5102,Foxtrot,45,3908,Gold,81.01
5103,Sigma,8,717,None,57.55
5104,Nova,45,4317,Gold,22.72
5105,Alpha,10,1524,Bronze,17.35
5106,Zeta,11,4353,Platinum,4.32
5107,Echo,33,3007,Platinum,26.05
5108,Bravo,34,139,Platinum,65.42
5109,Zeta,1,829,Gold,12.52
5110,Nova,25,3307,None,28.2
5111,Sigma,8,2400,Platinum,33.32
5112,Foxtrot,31,2631,Silver,41.24
5113,Gamma,12,2477,None,19.59
5114,Zeta,31,2430,Bronze,54.26
5115,Charlie,24,3781,Bronze,59.47
5116,Nova,26,2380,Gold,60.57
5117,Delta,4,4645,Silver,87.92
5118,Nova,11,906,None,81.87
5119,Bravo,14,1829,Bronze,46.57
5120,Sigma,48,4190,Bronze,98.77
5121,Nova,16,1712,Silver,74.27
5122,Gamma,13,3061,None,30.7
5123,Zeta,50,4629,Gold,33.21
5124,Bravo,22,1971,Bronze,7.49
5125,Foxtrot,13,4421,Silver,53.42
5126,Foxtrot,24,1397,Gold,10.55
5127,Charlie,45,4479,Bronze,8.99
5128,Alpha,11,3108,None,10.09
5129,Delta,16,2686,Gold,2.52
5130,Nova,43,1926,Platinum,75.62
5131,Nova,21,2342,Silver,40.4
5132,Nova,43,2770,None,94.82
5133,Charlie,26,4021,None,61.22
5134,Charlie,21,297,Platinum,4.78
5135,Zeta,48,4295,Gold,40.54
5136,Delta,20,3855,Gold,94.22
5137,Gamma,4,3053,Bronze,60.95
5138,Alpha,41,360,Gold,22.43
5139,Echo,35,4467,None,63.06
5140,Bravo,47,3863,Silver,96.98
5141,Charlie,49,4432,Bronze,8.81
5142,Echo,22,3971,Bronze,44.44
5143,Delta,23,127,Platinum,94.57
5144,Bravo,11,3040,Silver,4.62
5145,Zeta,40,2529,Gold,80.67
5146,Charlie,1,3700,None,35.04
5147,Nova,46,4621,None,43.82
5148,Charlie,21,4944,Bronze,54.49
5149,Bravo,27,3908,Gold,46.78
5150,Echo,3,960,None,48.13
5151,Alpha,50,946,Bronze,62.64
5152,Nova,44,4880,Gold,75.31
5153,Gamma,24,4871,Silver,84.37
5154,Charlie,46,439,Platinum,63.55
5155,Foxtrot,16,4793,Bronze,36.35
5156,Charlie,47,3326,Bronze,54.55
5157,Nova,22,3158,Platinum,79.38
5158,Nova,37,2810,Bronze,67.4
5159,Echo,42,446,Bronze,29.49
5160,Alpha,21,2079,Gold,57.92
5161,Sigma,31,1197,Gold,41.57
5162,Zeta,33,3484,Gold,53.45
5163,Charlie,30,954,Bronze,44.06
5164,Echo,40,4013,Silver,64.97
5165,Delta,39,3948,Bronze,3.37
5166,Nova,35,942,Platinum,6.74
5167,Alpha,6,1611,Gold,0.45
5168,Zeta,49,323,None,52.2
5169,Sigma,12,2408,Bronze,22.05
5170,Gamma,30,891,Platinum,27.95
5171,Foxtrot,8,3840,Silver,33.79
5172,Echo,50,4114,Silver,0.04
5173,Sigma,31,4550,Platinum,82.83
5174,Alpha,6,767,Platinum,65.71
5175,Charlie,25,2866,Silver,81.48
5176,Gamma,47,13,None,56.53
5177,Nova,17,4016,Bronze,0.95
5178,Nova,23,574,Platinum,29.42
5179,Nova,31,3940,Bronze,99.16
5180,Nova,40,3823,Silver,65.14
5181,Sigma,20,724,Platinum,88.36
5182,Bravo,9,4760,Platinum,78.37
5183,Zeta,22,514,Bronze,45.34
5184,Foxtrot,16,3687,Gold,76.98
5185,Delta,42,512,Bronze,81.15
5186,Charlie,32,2302,Gold,76.81
